Product Name,Product Price,Product URL,Brand,Color,Memory Storage Capacity,Ratings
"Xiaomi Redmi 9 64GB, 4GB RAM, 6.53"" Full HD + AI Quad Camera, LTE Factory Unlocked Smartphone - International Version (Ocean Green)",154.5,https://www.amazon.com//Xiaomi-Camera-Factory-Unlocked-Smartphone/dp/B08B3VCF9G/ref=sr_1_19?dchild=1&keywords=Redmi+Mobile&qid=1619350119&sr=8-19,Xiaomi,Ocean Green,64 GB,4.6
"Xiaomi Redmi Note 8 6.3"" 64GB 4GB RAM (GSM Only, No CDMA) Internationa Version - No Warranty (Neptune Blue)",179.99,https://www.amazon.com//Xiaomi-Redmi-Note-Internationa-Version/dp/B07YZLRBFP/ref=sr_1_22?dchild=1&keywords=Vivo+Mobile&qid=1619350500&sr=8-22,Xiaomi,Neptune Blue,64 GB,4.6
"Xiaomi Redmi Note 8 Smartphone, 4 GB + 64 GB, Android 9.0, Bianco (Moonlight White)",200,https://www.amazon.com//Xiaomi-Redmi-Factory-Unlocked-Smartphone/dp/B07YJHXZT6/ref=sr_1_2?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-2,Xiaomi,White,64 GB,4.6
"Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67"" FHD+ DotDisplay, 64MP AI Quad Camera, Qualcomm Snapdragon 720G LTE Factory Unlocked Smartphone - International Version (Tropical Green)",274,https://www.amazon.com//Xiaomi-DotDisplay-Qualcomm-Snapdragon-Smartphone/dp/B0897Y6KNY/ref=sr_1_13?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-13,Xiaomi,Tropical Green,128 GB,4.6
"Xiaomi Rougemi Note 9 Smartphone - 4 GB + 128 GB, Verde (Forest Green)",189.5,https://www.amazon.com//Xiaomi-Note-Hotshot-Unlocked-Smartphone/dp/B088HJC42B/ref=sr_1_18?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-18,Xiaomi,Forest Green,128 GB,4.5
"Xiaomi Redmi Note 9S - Smartphone, 4 GB + 64 GB, 48 MP AI Quad Camera, 6.67”FHD+ 5020mAh Typ18W, Alexa Hands-Free, Blu (Aurora Blue)",199,https://www.amazon.com//Xiaomi-International-Global-Version-Aurora/dp/B085S47W3M/ref=sr_1_1?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-1,Xiaomi,Aurora Blue,64 GB,4.5
"Xiaomi Redmi Note 9S (64GB, 4GB) 6.67"" Dual SIM GSM Unlocked 4G LTE (T-Mobile, AT&T, Metro, Cricket) International Model (Interstellar Grey, 64GB + 64GB SD + Case )",210,https://www.amazon.com//Xiaomi-Redmi-Note-9S-International/dp/B088KSKHF5/ref=sr_1_11?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-11,Xiaomi,Interstellar Grey,64 GB,4.5
"Xiaomi Redmi Note 8 Smartphone, 4 GB + 128 GB, Blu (Neptune Blue)",213,https://www.amazon.com//Xiaomi-Factory-Unlocked-Version-Smartphone/dp/B07Z3LS8GM/ref=sr_1_3?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-3,Xiaomi,Neptune Blue,128 GB,4.5
"Xiaomi Redmi Note 9 Pro Smartphone - 6.67"" DotDisplay, 6 GB + 64 GB, 64 MP AI Quad Camera, 5020mAh (typ) NFC, Bianco (Polar White)",251.99,https://www.amazon.com//Xiaomi-DotDisplay-Qualcomm-Snapdragon-Smartphone/dp/B0881TLSMD/ref=sr_1_4?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-4,Xiaomi,Polar White,64 GB,4.5
"Xiaomi Redmi Note 9 Pro Smartphone - 6.67"" DotDisplay, 6 GB + 128 GB, 64 MP AI Quad Camera, 5020mAh (typ) NFC, Bianco (Polar White)",281.99,https://www.amazon.com//Xiaomi-Redmi-Note-Pro-DotDisplay/dp/B0881TTJT6/ref=sr_1_10?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-10,Xiaomi,Glacier White,128 GB,4.5
"Xiaomi Redmi Note 9 Pro Smartphone - 6.67"" DotDisplay,6 GB + 128 GB, 64 MP AI Quad Camera, 5020 mAh (type) NFC, Grigio (Interstellar Grey)",293.99,https://www.amazon.com//Xiaomi-DotDisplay-Qualcomm-Snapdragon-Smartphone/dp/B0881TZRTZ/ref=sr_1_5?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-5,Xiaomi,Interstellar Grey,128 GB,4.5
"Xiaomi Redmi Note 9 Smartphone - 3 GB + 64 GB, 48 MP Quad Camera Hotshot, 6.53 ”FHD + DotDisplay, 5020 mAh, 3.5mm Cuffie Jack, NFC, Grigio (Midnight Grey)",165.47,https://www.amazon.com//Xiaomi-Redmi-Note-3GB-64GB/dp/B08862918D/ref=sr_1_6?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-6,Xiaomi,Midnight Grey,64 GB,4.4
"Xiaomi Redmi Note 8 (64GB, 4GB) 6.3"" Display, Snapdragon 665, 48MP Quad Camera, Dual SIM GSM Factory Unlocked - US & Global 4G LTE International Version (Space Black, 64GB +Case Bundle)",187,https://www.amazon.com//Xiaomi-Display-Snapdragon-Factory-Unlocked/dp/B07YN4TPDW/ref=sr_1_16?dchild=1&keywords=Redmi+Mobile&qid=1619349979&sr=8-16,Xiaomi,Black,64 GB,4.4
"Xiaomi Redmi Note 9 DualSim 6.53"" 48MP International Global Version (Forest Green, 3GB/64GB)",165.97,https://www.amazon.com//Xiaomi-DualSim-International-Global-Version/dp/B0888DSGNP/ref=sr_1_22?dchild=1&keywords=Redmi+Mobile&qid=1619350119&sr=8-22,Xiaomi,Forest Green,64 GB,4.3
"Xiaomi Redmi Note 9 DualSim 6.53"" 48MP International Global Version (Polar White, 3GB/64GB)",169,https://www.amazon.com//Xiaomi-DualSim-International-Global-Version/dp/B0887T8H82/ref=sr_1_20?dchild=1&keywords=Redmi+Mobile&qid=1619350119&sr=8-20,Xiaomi,Polar White,64 GB,4.1
